variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,geom_join_column,attr_concept_id,attr_start_date,attr_end_date,attr_source_value,value_as_number_col,value_source_value,unit_concept_id,value_as_concept_id,dataset_type
2953,7700,AHRQ_ACS_PCT_HU_OIL,AHRQ 2021: ACS_PCT_HU_OIL,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_oil,acs_pct_hu_oil,acs_pct_hu_oil,,,AHRQ
2954,7700,AHRQ_ACS_PCT_HU_OIL,AHRQ 2022: ACS_PCT_HU_OIL,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_oil,acs_pct_hu_oil,acs_pct_hu_oil,,,AHRQ
2955,7700,AHRQ_ACS_PCT_HU_OIL,AHRQ 2023: ACS_PCT_HU_OIL,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_oil,acs_pct_hu_oil,acs_pct_hu_oil,,,AHRQ
2956,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2009: ACS_PCT_HU_OTHER,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2957,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2010: ACS_PCT_HU_OTHER,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2958,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2011: ACS_PCT_HU_OTHER,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2959,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2012: ACS_PCT_HU_OTHER,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2960,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2013: ACS_PCT_HU_OTHER,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2961,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2014: ACS_PCT_HU_OTHER,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2962,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2015: ACS_PCT_HU_OTHER,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2963,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2016: ACS_PCT_HU_OTHER,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2964,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2017: ACS_PCT_HU_OTHER,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2965,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2018: ACS_PCT_HU_OTHER,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2966,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2019: ACS_PCT_HU_OTHER,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2967,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2020: ACS_PCT_HU_OTHER,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2968,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2021: ACS_PCT_HU_OTHER,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2969,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2022: ACS_PCT_HU_OTHER,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2970,7700,AHRQ_ACS_PCT_HU_OTHER,AHRQ 2023: ACS_PCT_HU_OTHER,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_other,acs_pct_hu_other,acs_pct_hu_other,,,AHRQ
2971,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2009: ACS_PCT_HU_PLUMBING,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2972,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2010: ACS_PCT_HU_PLUMBING,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2973,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2011: ACS_PCT_HU_PLUMBING,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2974,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2013: ACS_PCT_HU_PLUMBING,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2975,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2014: ACS_PCT_HU_PLUMBING,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2976,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2015: ACS_PCT_HU_PLUMBING,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2977,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2016: ACS_PCT_HU_PLUMBING,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2978,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2017: ACS_PCT_HU_PLUMBING,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2979,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2019: ACS_PCT_HU_PLUMBING,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2980,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2020: ACS_PCT_HU_PLUMBING,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2981,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2021: ACS_PCT_HU_PLUMBING,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2982,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2022: ACS_PCT_HU_PLUMBING,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2983,7700,AHRQ_ACS_PCT_HU_PLUMBING,AHRQ 2023: ACS_PCT_HU_PLUMBING,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_plumbing,acs_pct_hu_plumbing,acs_pct_hu_plumbing,,,AHRQ
2984,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2009: ACS_PCT_HU_SOLAR,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2985,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2010: ACS_PCT_HU_SOLAR,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2986,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2011: ACS_PCT_HU_SOLAR,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2987,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2012: ACS_PCT_HU_SOLAR,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2988,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2013: ACS_PCT_HU_SOLAR,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2989,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2014: ACS_PCT_HU_SOLAR,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2990,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2015: ACS_PCT_HU_SOLAR,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2991,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2016: ACS_PCT_HU_SOLAR,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2992,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2017: ACS_PCT_HU_SOLAR,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2993,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2018: ACS_PCT_HU_SOLAR,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2994,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2019: ACS_PCT_HU_SOLAR,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2995,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2020: ACS_PCT_HU_SOLAR,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2996,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2021: ACS_PCT_HU_SOLAR,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2997,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2022: ACS_PCT_HU_SOLAR,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2998,7700,AHRQ_ACS_PCT_HU_SOLAR,AHRQ 2023: ACS_PCT_HU_SOLAR,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_solar,acs_pct_hu_solar,acs_pct_hu_solar,,,AHRQ
2999,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2009: ACS_PCT_HU_UTILITY_GAS,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3000,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2010: ACS_PCT_HU_UTILITY_GAS,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3001,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2011: ACS_PCT_HU_UTILITY_GAS,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3002,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2013: ACS_PCT_HU_UTILITY_GAS,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3003,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2014: ACS_PCT_HU_UTILITY_GAS,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3004,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2015: ACS_PCT_HU_UTILITY_GAS,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3005,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2016: ACS_PCT_HU_UTILITY_GAS,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3006,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2017: ACS_PCT_HU_UTILITY_GAS,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3007,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2019: ACS_PCT_HU_UTILITY_GAS,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3008,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2020: ACS_PCT_HU_UTILITY_GAS,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3009,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2021: ACS_PCT_HU_UTILITY_GAS,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3010,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2022: ACS_PCT_HU_UTILITY_GAS,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3011,7700,AHRQ_ACS_PCT_HU_UTILITY_GAS,AHRQ 2023: ACS_PCT_HU_UTILITY_GAS,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,acs_pct_hu_utility_gas,,,AHRQ
3012,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2009: ACS_PCT_HU_WOOD,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3013,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2010: ACS_PCT_HU_WOOD,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3014,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2011: ACS_PCT_HU_WOOD,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3015,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2012: ACS_PCT_HU_WOOD,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3016,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2013: ACS_PCT_HU_WOOD,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3017,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2014: ACS_PCT_HU_WOOD,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3018,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2015: ACS_PCT_HU_WOOD,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3019,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2016: ACS_PCT_HU_WOOD,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3020,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2017: ACS_PCT_HU_WOOD,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3021,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2018: ACS_PCT_HU_WOOD,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3022,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2019: ACS_PCT_HU_WOOD,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3023,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2020: ACS_PCT_HU_WOOD,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3024,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2021: ACS_PCT_HU_WOOD,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3025,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2022: ACS_PCT_HU_WOOD,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3026,7700,AHRQ_ACS_PCT_HU_WOOD,AHRQ 2023: ACS_PCT_HU_WOOD,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_hu_wood,acs_pct_hu_wood,acs_pct_hu_wood,,,AHRQ
3027,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2009: ACS_PCT_IN_COUNTY_MOVE,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3028,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2010: ACS_PCT_IN_COUNTY_MOVE,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3029,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2011: ACS_PCT_IN_COUNTY_MOVE,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3030,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2013: ACS_PCT_IN_COUNTY_MOVE,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3031,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2014: ACS_PCT_IN_COUNTY_MOVE,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3032,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2015: ACS_PCT_IN_COUNTY_MOVE,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3033,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2016: ACS_PCT_IN_COUNTY_MOVE,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3034,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2017: ACS_PCT_IN_COUNTY_MOVE,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3035,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2019: ACS_PCT_IN_COUNTY_MOVE,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3036,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2020: ACS_PCT_IN_COUNTY_MOVE,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3037,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2021: ACS_PCT_IN_COUNTY_MOVE,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3038,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2022: ACS_PCT_IN_COUNTY_MOVE,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3039,7700,AHRQ_ACS_PCT_IN_COUNTY_MOVE,AHRQ 2023: ACS_PCT_IN_COUNTY_MOVE,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_in_county_move,acs_pct_in_county_move,acs_pct_in_county_move,,,AHRQ
3040,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2009: ACS_PCT_IN_STATE_MOVE,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3041,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2010: ACS_PCT_IN_STATE_MOVE,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3042,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2011: ACS_PCT_IN_STATE_MOVE,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3043,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2012: ACS_PCT_IN_STATE_MOVE,11212,TRACTFIPS,,2012-01-01,2012-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3044,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2013: ACS_PCT_IN_STATE_MOVE,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3045,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2014: ACS_PCT_IN_STATE_MOVE,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3046,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2015: ACS_PCT_IN_STATE_MOVE,11215,TRACTFIPS,,2015-01-01,2015-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3047,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2016: ACS_PCT_IN_STATE_MOVE,11216,TRACTFIPS,,2016-01-01,2016-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3048,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2017: ACS_PCT_IN_STATE_MOVE,11217,TRACTFIPS,,2017-01-01,2017-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3049,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2018: ACS_PCT_IN_STATE_MOVE,11218,TRACTFIPS,,2018-01-01,2018-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3050,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2019: ACS_PCT_IN_STATE_MOVE,11219,TRACTFIPS,,2019-01-01,2019-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3051,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2020: ACS_PCT_IN_STATE_MOVE,11220,TRACTFIPS,,2020-01-01,2020-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3052,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2021: ACS_PCT_IN_STATE_MOVE,11221,TRACTFIPS,,2021-01-01,2021-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3053,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2022: ACS_PCT_IN_STATE_MOVE,11222,TRACTFIPS,,2022-01-01,2022-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3054,7700,AHRQ_ACS_PCT_IN_STATE_MOVE,AHRQ 2023: ACS_PCT_IN_STATE_MOVE,11223,TRACTFIPS,,2023-01-01,2023-12-31,acs_pct_in_state_move,acs_pct_in_state_move,acs_pct_in_state_move,,,AHRQ
3055,7700,AHRQ_ACS_PCT_INC50,AHRQ 2009: ACS_PCT_INC50,11209,TRACTFIPS,,2009-01-01,2009-12-31,acs_pct_inc50,acs_pct_inc50,acs_pct_inc50,,,AHRQ
3056,7700,AHRQ_ACS_PCT_INC50,AHRQ 2010: ACS_PCT_INC50,11210,TRACTFIPS,,2010-01-01,2010-12-31,acs_pct_inc50,acs_pct_inc50,acs_pct_inc50,,,AHRQ
3057,7700,AHRQ_ACS_PCT_INC50,AHRQ 2011: ACS_PCT_INC50,11211,TRACTFIPS,,2011-01-01,2011-12-31,acs_pct_inc50,acs_pct_inc50,acs_pct_inc50,,,AHRQ
3058,7700,AHRQ_ACS_PCT_INC50,AHRQ 2013: ACS_PCT_INC50,11213,TRACTFIPS,,2013-01-01,2013-12-31,acs_pct_inc50,acs_pct_inc50,acs_pct_inc50,,,AHRQ
3059,7700,AHRQ_ACS_PCT_INC50,AHRQ 2014: ACS_PCT_INC50,11214,TRACTFIPS,,2014-01-01,2014-12-31,acs_pct_inc50,acs_pct_inc50,acs_pct_inc50,,,AHRQ
